! Reference radius AU = 1.000E+02
! Midplan temperature (K) at the reference radius AU = 1.000E+01
! Atmosphere (4H) temperature (K) at the reference radius AU = 5.000E+01
! Radius where the structure is computed (AU) = 5.000E+01
! Midplan temperature (K) at the requested radius = 1.320E+01
! Atmosphere temperature (K) at the requested radius = 6.598E+01
! Mass of the central object (g) = 1.153E+33
! UV field coming from the star at the reference radius AU (unit: mean ISM field) = 4.100E+02
! UV field coming from the star at the requested radius = 7.655E+02
! Vertical resolution =  64
! Scale Height H in au = 3.334E+00
! Distance [AU] ; H Gas density [part/cm^3] ; Gas Temperature [K] ; Visual Extinction [mag] ; Diffusion coefficient [cm^2/s]; Dust Temperature [K]; 1/abundance of grains ; AV/NH conversion factor ; radius of grains (cm)
1.33372E+01   3.33005E+07   6.59754E+01   0.00000E+00   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.31272E+01   3.50299E+07   6.59108E+01   9.35559E-02   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.29171E+01   3.68972E+07   6.57175E+01   1.92099E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.27071E+01   3.89184E+07   6.53967E+01   2.96040E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.24971E+01   4.11113E+07   6.49503E+01   4.05838E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.22870E+01   4.34957E+07   6.43810E+01   5.22004E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.20770E+01   4.60941E+07   6.36923E+01   6.45109E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.18670E+01   4.89318E+07   6.28883E+01   7.75794E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.16569E+01   5.20374E+07   6.19739E+01   9.14772E-01   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
1.14469E+01   5.54433E+07   6.09546E+01   1.06285E+00   0.00000E+00   0.00000E+00   5.56445E+11   8.50000E-22   1.00000E-05
